district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,district,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,bathrooms,bath_text,other_bath,Entirehome/apt
District 19,4.97,4.94,4.98,4.96,4.99,4.99,4.82,1.0,District 19,Entire home/apt,6,1 bath,2.0,5.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Trash compactor"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Cleaning before checkout"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Room-darkening shades"", ""BBQ grill"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Elevator"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$244.00,2,1125,1,bath,0,0
District 15,5.0,5.0,4.5,5.0,5.0,4.67,4.83,1.0,District 15,Entire home/apt,2,1 bath,1.0,1.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$62.00,30,1125,1,bath,0,0
District 19,4.77,4.88,4.78,4.74,4.98,4.99,4.79,1.0,District 19,Entire home/apt,4,1 bath,1.0,2.0,"[""Microwave"", ""sauve conditioner"", ""Wifi"", ""Freezer"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""Paid parking garage on premises"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Suave body soap"", ""Keurig coffee machine"", ""BBQ grill"", ""Portable fans"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$142.00,1,1125,1,bath,0,0
District 19,4.88,4.92,4.85,4.75,4.93,4.97,4.81,1.0,District 19,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Paid parking garage on premises"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Keurig coffee machine"", ""BBQ grill"", ""Portable fans"", ""First aid kit"", ""Kitchen"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$98.00,1,28,1,bath,0,0
District 18,4.93,4.92,4.85,4.98,5.0,4.96,4.94,1.0,District 18,Entire home/apt,12,3.5 baths,4.0,13.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Pocket wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$350.00,2,60,3,baths,0,0
District 17,4.93,4.99,4.9,4.99,4.97,4.98,4.9,1.0,District 17,Entire home/apt,4,1 bath,1.0,4.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Babysitter recommendations"", ""First aid kit"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Long term stays allowed""]",$78.00,1,1125,1,bath,0,0
District 17,5.0,4.98,4.95,4.96,4.98,4.91,4.91,1.0,District 17,Entire home/apt,4,1 bath,1.0,5.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Dryer \u2013 In building"", ""Extra pillows and blankets"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Breakfast"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Babysitter recommendations"", ""Bed linens"", ""Room-darkening shades"", ""Washer \u2013\u00a0In building"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Outdoor furniture"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$108.00,2,500,1,bath,0,0
District 24,4.95,4.95,4.88,5.0,4.97,4.92,4.92,1.0,District 24,Entire home/apt,10,3.5 baths,3.0,8.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Lockbox"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$156.00,2,1125,3,baths,0,0
District 27,4.67,4.67,5.0,5.0,4.67,4.83,4.5,1.0,District 27,Entire home/apt,6,2.5 baths,2.0,2.0,"[""Microwave"", ""Free driveway parking on premises \u2013 2 spaces"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Dedicated workspace: office chair and desk"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Iron"", ""Clothing storage: walk-in closet"", ""Bed linens"", ""Private patio or balcony"", ""Fireplace guards"", ""Cleaning products"", ""Kitchen"", ""LG stainless steel electric stove"", ""Central heating"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""LG refrigerator"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Central air conditioning"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smoke alarm"", ""LG stainless steel oven"", ""Long term stays allowed"", ""Shower gel""]",$250.00,30,180,2,baths,0,0
District 19,5.0,5.0,5.0,5.0,5.0,4.75,4.96,1.0,District 19,Entire home/apt,12,3.5 baths,4.0,8.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Backyard"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Cleaning before checkout"", ""Crib"", ""Iron"", ""Bed linens"", ""Dryer"", ""Hair dryer"", ""Room-darkening shades"", ""Keurig coffee machine"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Cleaning products"", ""First aid kit"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Outdoor furniture"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$663.00,2,1125,3,baths,0,0
District 17,4.5,4.5,4.38,5.0,4.88,4.88,4.5,1.0,District 17,Entire home/apt,5,2 baths,2.0,2.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""BBQ grill"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed""]",$36.00,2,1125,2,baths,0,0
District 26,4.96,4.92,4.99,4.98,4.98,4.91,4.91,1.0,District 26,Entire home/apt,4,1 bath,1.0,3.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Free street parking"", ""TV"", ""Record player"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Long term stays allowed""]",$91.00,2,1125,1,bath,0,0
District 21,4.76,4.79,4.84,4.98,4.92,4.46,4.68,1.0,District 21,Entire home/apt,6,1 bath,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$113.00,2,1125,1,bath,0,0
District 19,4.66,4.57,4.6,4.46,4.66,4.97,4.51,1.0,District 19,Hotel room,2,1 private bath,1.0,1.0,"[""Dedicated workspace"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Air conditioning"", ""First aid kit"", ""Host greets you"", ""Essentials"", ""Elevator"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shampoo"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Iron""]",$238.00,1,1125,1,private,bath,1
District 19,4.59,4.72,4.69,4.48,4.62,5.0,4.55,1.0,District 19,Hotel room,4,1 private bath,1.0,4.0,"[""Dedicated workspace"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Air conditioning"", ""First aid kit"", ""Host greets you"", ""Essentials"", ""Elevator"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shampoo"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Iron""]",$311.00,1,1125,1,private,bath,1
District 19,4.81,4.9,4.84,4.91,4.85,4.95,4.75,1.0,District 19,Entire home/apt,4,1.5 baths,1.0,2.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Essentials"", ""Refrigerator"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Paid parking lot on premises"", ""Lockbox"", ""Private entrance"", ""Fire extinguisher"", ""Travel size shampoo"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Electric stove"", ""Kitchen"", ""Central heating"", ""Hot water"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Oven"", ""TV with Roku, standard cable"", ""Coffee maker"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Paid parking lot off premises"", ""Washer \u2013\u00a0In unit""]",$143.00,2,365,1,baths,0,0
District 19,4.58,4.58,4.58,4.84,4.79,5.0,4.42,1.0,District 19,Hotel room,2,1 private bath,1.0,1.0,"[""Dedicated workspace"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Air conditioning"", ""First aid kit"", ""Host greets you"", ""Essentials"", ""Elevator"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shampoo"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""Iron""]",$270.00,1,1125,1,private,bath,1
District 19,4.82,4.88,4.91,4.93,4.95,4.98,4.88,1.0,District 19,Entire home/apt,4,1.5 baths,1.0,2.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Refrigerator"", ""Patio or balcony"", ""Paid parking lot on premises"", ""Lockbox"", ""Fire extinguisher"", ""Travel size shampoo"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Electric stove"", ""Kitchen"", ""Central heating"", ""Hot water"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Oven"", ""TV with Roku, standard cable"", ""Coffee maker"", ""Dishwasher"", ""Smoke alarm"", ""Security cameras on property"", ""Paid parking lot off premises"", ""Washer \u2013\u00a0In unit""]",$142.00,2,365,1,baths,0,0
District 19,4.86,4.97,4.88,4.8,4.98,4.97,4.79,1.0,District 19,Entire home/apt,6,2 baths,2.0,3.0,"[""Shared pool"", ""Microwave"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""EV charger"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Private patio or balcony"", ""Room-darkening shades"", ""BBQ grill"", ""Kitchen"", ""Shared fenced garden or backyard"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Paid parking garage on premises \u2013 1 space"", ""Air conditioning"", ""Dishwasher"", ""Elevator"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed""]",$263.00,1,30,2,baths,0,0
District 17,4.98,4.96,4.98,5.0,4.98,4.88,4.98,1.0,District 17,Entire home/apt,10,3.5 baths,3.0,6.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Washer"", ""Dishes and silverware"", ""Toaster"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Board games"", ""Security cameras on property"", ""Long term stays allowed"", ""Shower gel""]",$268.00,3,29,3,baths,0,0
District 19,4.86,4.9,4.7,4.85,4.98,4.99,4.84,1.0,District 19,Entire home/apt,4,1 bath,1.0,3.0,"[""Shared pool"", ""Microwave"", ""Wifi"", ""Freezer"", ""Outdoor dining area"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Paid parking garage on premises"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Clothing storage: walk-in closet"", ""Dryer"", ""Bed linens"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""BBQ grill"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Barbecue utensils"", ""Shampoo"", ""Hot water"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Laundromat nearby"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Fire pit"", ""Elevator"", ""Smoke alarm"", ""Paid parking off premises"", ""Smart lock"", ""Long term stays allowed"", ""Shower gel""]",$168.00,1,1125,1,bath,0,0
District 6,4.95,4.89,4.91,4.99,4.98,4.98,4.9,1.0,District 6,Entire home/apt,8,2.5 baths,4.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Baby bath"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Baby safety gates"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Crib"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Iron"", ""Room-darkening shades"", ""BBQ grill"", ""Children\u2019s books and toys"", ""Kitchen"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Paid parking off premises"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""High chair""]",$320.00,1,20,2,baths,0,0
District 8,4.76,4.83,4.43,4.78,5.0,4.74,4.72,1.0,District 8,Entire home/apt,12,3.5 baths,4.0,13.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$402.00,2,95,3,baths,0,0
District 8,4.93,5.0,4.67,5.0,5.0,5.0,4.93,1.0,District 8,Entire home/apt,10,3.5 baths,4.0,4.0,"[""Microwave"", ""Wifi"", ""Essentials"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""BBQ grill"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Backyard"", ""Long term stays allowed"", ""Shower gel""]",$800.00,3,1125,3,baths,0,0
