district,rating_score,accuracry_review,cleanliness_review,checkin_review,communication_review,location_review,value_score,host_response_rate_float,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,district,bathrooms,bath_text,other_bath,Entirehome/apt
District 37243,4.69,4.75,4.62,4.97,4.94,4.68,4.65,1.0,Entire home/apt,5,1 bath,1.0,3.0,"[""Shared outdoor pool"", ""Clothing storage: dresser"", ""Microwave"", ""Keypad"", ""Wifi"", ""Freezer"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Room-darkening shades"", ""Cleaning products"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$172.00,1,1125,District 37243,1,bath,0,0
District 37201,4.76,4.83,4.75,4.96,4.97,4.64,4.69,1.0,Entire home/apt,5,1 bath,1.0,3.0,"[""Shared outdoor pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$165.00,1,1125,District 37201,1,bath,0,0
District 37219,4.76,4.83,4.75,4.96,4.97,4.64,4.69,1.0,Entire home/apt,5,1 bath,1.0,3.0,"[""Shared outdoor pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$165.00,1,1125,District 37219,1,bath,0,0
District 37243,4.76,4.83,4.75,4.96,4.97,4.64,4.69,1.0,Entire home/apt,5,1 bath,1.0,3.0,"[""Shared outdoor pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed""]",$165.00,1,1125,District 37243,1,bath,0,0
District 37201,4.69,4.84,4.65,4.92,4.95,4.64,4.66,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared outdoor pool"", ""Microwave"", ""Wifi"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Shared gym in building"", ""Carbon monoxide alarm"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Clothing storage: walk-in closet"", ""Bed linens"", ""42\"" HDTV with premium cable, standard cable"", ""Keurig coffee machine"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Central heating"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$115.00,2,90,District 37201,1,bath,0,0
District 37219,4.69,4.84,4.65,4.92,4.95,4.64,4.66,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared outdoor pool"", ""Microwave"", ""Wifi"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Shared gym in building"", ""Carbon monoxide alarm"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Clothing storage: walk-in closet"", ""Bed linens"", ""42\"" HDTV with premium cable, standard cable"", ""Keurig coffee machine"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Central heating"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$115.00,2,90,District 37219,1,bath,0,0
District 37243,4.69,4.84,4.65,4.92,4.95,4.64,4.66,1.0,Entire home/apt,4,1 bath,1.0,2.0,"[""Shared outdoor pool"", ""Microwave"", ""Wifi"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Private entrance"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Shared gym in building"", ""Carbon monoxide alarm"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Hair dryer"", ""Iron"", ""Clothing storage: walk-in closet"", ""Bed linens"", ""42\"" HDTV with premium cable, standard cable"", ""Keurig coffee machine"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Central heating"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central air conditioning"", ""Conditioner"", ""Oven"", ""Toaster"", ""Coffee maker"", ""Dishwasher"", ""Smart lock"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$115.00,2,90,District 37243,1,bath,0,0
District 37201,4.88,4.88,4.79,4.97,4.95,4.82,4.85,1.0,Entire home/apt,6,1 bath,1.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Pour-over coffee"", ""Free parking on premises"", ""Ethernet connection"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Outdoor furniture"", ""55\"" HDTV with Amazon Prime Video, Apple TV, Netflix, Roku, standard cable"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$115.00,1,1125,District 37201,1,bath,0,0
District 37219,4.88,4.88,4.79,4.97,4.95,4.82,4.85,1.0,Entire home/apt,6,1 bath,1.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Pour-over coffee"", ""Free parking on premises"", ""Ethernet connection"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Outdoor furniture"", ""55\"" HDTV with Amazon Prime Video, Apple TV, Netflix, Roku, standard cable"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$115.00,1,1125,District 37219,1,bath,0,0
District 37243,4.88,4.88,4.79,4.97,4.95,4.82,4.85,1.0,Entire home/apt,6,1 bath,1.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Patio or balcony"", ""Private entrance"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Room-darkening shades"", ""First aid kit"", ""Cleaning products"", ""Kitchen"", ""Pour-over coffee"", ""Free parking on premises"", ""Ethernet connection"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Outdoor furniture"", ""55\"" HDTV with Amazon Prime Video, Apple TV, Netflix, Roku, standard cable"", ""Paid washer \u2013 In building"", ""Laundromat nearby"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$115.00,1,1125,District 37243,1,bath,0,0
District 37201,4.78,4.8,4.74,4.98,4.95,4.73,4.74,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""TV with Roku"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Washer \u2013\u00a0In building"", ""First aid kit"", ""Pour-over coffee"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$111.00,1,1125,District 37201,1,bath,0,0
District 37219,4.78,4.8,4.74,4.98,4.95,4.73,4.74,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""TV with Roku"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Washer \u2013\u00a0In building"", ""First aid kit"", ""Pour-over coffee"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$111.00,1,1125,District 37219,1,bath,0,0
District 37243,4.78,4.8,4.74,4.98,4.95,4.73,4.74,1.0,Entire home/apt,4,1 bath,1.0,1.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""TV with Roku"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Baking sheet"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Hair dryer"", ""Iron"", ""Bed linens"", ""Dryer"", ""Private patio or balcony"", ""Washer \u2013\u00a0In building"", ""First aid kit"", ""Pour-over coffee"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Dining table"", ""Outdoor furniture"", ""Dishes and silverware"", ""Dedicated workspace"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Smoke alarm"", ""High chair"", ""Long term stays allowed"", ""Shower gel""]",$111.00,1,1125,District 37243,1,bath,0,0
District 37201,4.87,4.86,4.86,4.98,4.93,4.77,4.84,0.96,Entire home/apt,6,2 baths,2.0,4.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Waterfront"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$238.00,3,30,District 37201,2,baths,0,0
District 37219,4.87,4.86,4.86,4.98,4.93,4.77,4.84,0.96,Entire home/apt,6,2 baths,2.0,4.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Waterfront"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$238.00,3,30,District 37219,2,baths,0,0
District 37243,4.87,4.86,4.86,4.98,4.93,4.77,4.84,0.96,Entire home/apt,6,2 baths,2.0,4.0,"[""Shared pool"", ""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Private entrance"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Cable TV"", ""Waterfront"", ""Gym"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Private patio or balcony"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel""]",$238.00,3,30,District 37243,2,baths,0,0
District 37201,4.74,4.83,4.76,4.94,4.89,4.7,4.69,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$211.00,1,1125,District 37201,2,baths,0,0
District 37219,4.74,4.83,4.76,4.94,4.89,4.7,4.69,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$211.00,1,1125,District 37219,2,baths,0,0
District 37243,4.74,4.83,4.76,4.94,4.89,4.7,4.69,1.0,Entire home/apt,6,2 baths,2.0,3.0,"[""Microwave"", ""Keypad"", ""Wifi"", ""Essentials"", ""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""TV"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Gym"", ""Pool"", ""Hair dryer"", ""Iron"", ""Dryer"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed""]",$211.00,1,1125,District 37243,2,baths,0,0
District 37201,4.92,5.0,5.0,4.91,5.0,5.0,4.91,1.0,Entire home/apt,6,3.5 baths,3.0,3.0,"[""Dryer"", ""Room-darkening shades"", ""TV"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dishwasher"", ""Bedroom comforts"", ""Self check-in"", ""Bathroom essentials"", ""Elevator"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating"", ""Full kitchen"", ""Washer"", ""Hair dryer"", ""Iron""]",$964.00,1,31,District 37201,3,baths,0,0
District 37219,4.92,5.0,5.0,4.91,5.0,5.0,4.91,1.0,Entire home/apt,6,3.5 baths,3.0,3.0,"[""Dryer"", ""Room-darkening shades"", ""TV"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dishwasher"", ""Bedroom comforts"", ""Self check-in"", ""Bathroom essentials"", ""Elevator"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating"", ""Full kitchen"", ""Washer"", ""Hair dryer"", ""Iron""]",$964.00,1,31,District 37219,3,baths,0,0
District 37243,4.92,5.0,5.0,4.91,5.0,5.0,4.91,1.0,Entire home/apt,6,3.5 baths,3.0,3.0,"[""Dryer"", ""Room-darkening shades"", ""TV"", ""Wifi"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dishwasher"", ""Bedroom comforts"", ""Self check-in"", ""Bathroom essentials"", ""Elevator"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating"", ""Full kitchen"", ""Washer"", ""Hair dryer"", ""Iron""]",$964.00,1,31,District 37243,3,baths,0,0
District 37201,3.62,3.77,3.77,4.46,4.23,4.08,3.42,0.91,Entire home/apt,4,1 bath,1.0,1.0,"[""Microwave"", ""Wifi"", ""Freezer"", ""Body soap"", ""Essentials"", ""Backyard"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Hangers"", ""Refrigerator"", ""Baking sheet"", ""Private entrance"", ""Patio or balcony"", ""Single level home"", ""Heating"", ""Stove"", ""Fire extinguisher"", ""Clothing storage: dresser and closet"", ""Free street parking"", ""Cooking basics"", ""Safe"", ""TV with standard cable"", ""Cable TV"", ""Waterfront"", ""Bathtub"", ""Gym"", ""Pool"", ""Hair dryer"", ""Bed linens"", ""Iron"", ""Dryer"", ""Room-darkening shades"", ""Keurig coffee machine"", ""BBQ grill"", ""Portable fans"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Kitchen"", ""Free parking on premises"", ""Hot water"", ""Shampoo"", ""Ceiling fan"", ""Dining table"", ""Outdoor furniture"", ""Laundromat nearby"", ""Washer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Conditioner"", ""Oven"", ""Coffee maker"", ""Air conditioning"", ""Dishwasher"", ""Hot water kettle"", ""Wine glasses"", ""Smart lock"", ""Smoke alarm"", ""Board games"", ""Long term stays allowed""]",$131.00,2,30,District 37201,1,bath,0,0
